region,town_township,quarter_village_tract,postal_code
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေျမာက္ခင္ရန္း ေက်းရြာအုပ္စု",0421234
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေရႊဘို ေက်းရြာအုပ္စု",0421235
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေတာင္ခင္ရန္း ေက်းရြာအုပ္စု",0421236
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","သာလင္း ေက်းရြာအုပ္စု",0421237
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ျမင္သား ေက်းရြာအုပ္စု",0421238
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ရြာမ ေက်းရြာအုပ္စု",0421239
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေခ်ာင္းေကာက္ ေက်းရြာအုပ္စု",0421240
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ႏွမ္းခါး ေက်းရြာအုပ္စု",0421241
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေရရွင္ ေက်းရြာအုပ္စု",0421242
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ရဲလွ ေက်းရြာအုပ္စု",0421243
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေမႊ႕လယ္ ေက်းရြာအုပ္စု",0421244
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","သာစည္ ေက်းရြာအုပ္စု",0421245
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","မိုးစို ေက်းရြာအုပ္စု",0421246
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေရရွင္မ ေက်းရြာအုပ္စု",0421247
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ကန္သာ ေက်းရြာအုပ္စု",0421248
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ကၽြန္းခုံသာ ေက်းရြာအုပ္စု",0421249
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ကန္ ေက်းရြာအုပ္စု",0421250
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေဘာ္ျပင္း ေက်းရြာအုပ္စု",0421251
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေတာင္ယာျပင္ ေက်းရြာအုပ္စု",0421252
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ထယ္ေလွာ္ ေက်းရြာအုပ္စု",0421253
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","လက္ပန္ ေက်းရြာအုပ္စု",0421254
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","သာေကာင္း ေက်းရြာအုပ္စု",0421255
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေမာက္ ေက်းရြာအုပ္စု",0421256
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေမာက္လင္း ေက်းရြာအုပ္စု",0421257
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေက်ာ ေက်းရြာအုပ္စု",0421258
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","စကား ေက်းရြာအုပ္စု",0421259
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","က်ဲ ေက်းရြာအုပ္စု",0421260
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ကန္႔သက္ ေက်းရြာအုပ္စု",0421261
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ဇံေမႊး ေက်းရြာအုပ္စု",0421262
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ဝါးပင္ ေက်းရြာအုပ္စု",0421263
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေခါင္းတင္ ေက်းရြာအုပ္စု",0421264
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေခါင္းတုံ ေက်းရြာအုပ္စု",0421265
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","တဇန္း ေက်းရြာအုပ္စု",0421266
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ေညာင္လယ္ ေက်းရြာအုပ္စု",0421267
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","အေနာက္ဂန္႔ေဂါ ေက်းရြာအုပ္စု",0421268
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ရွုံးရွီ ေက်းရြာအုပ္စု",0421269
မေကြးတိုင္းေဒသႀကီး,"ဂန္႔ေဂါ ၿမိဳ႕နယ္","ၾကက္ရိုး ေက်းရြာအုပ္စု",0421270
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အမွတ္ (၁) ရပ္ကြက္",0422001
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အမွတ္ (၂) ရပ္ကြက္",0422002
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အညာဘန္း ေက်းရြာအုပ္စု",0422200
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","က်ားခဲ ေက်းရြာအုပ္စု",0422201
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ထလင္း ေက်းရြာအုပ္စု",0422202
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","လုံးေပါင္ ေက်းရြာအုပ္စု",0422203
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","စို႔ျပား ေက်းရြာအုပ္စု",0422204
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အလယ္ဘန္း ေက်းရြာအုပ္စု",0422205
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ျပင္ဘ ေက်းရြာအုပ္စု",0422206
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အၾကည္ဝါးဘင္း ေက်းရြာအုပ္စု",0422207
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေက်ာက္အုပ္ ေက်းရြာအုပ္စု",0422208
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ကြမ္းဇဲ ေက်းရြာအုပ္စု",0422209
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ငါးဆင္း ေက်းရြာအုပ္စု",0422210
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","တင္းေခ်ာင္း ေက်းရြာအုပ္စု",0422211
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ကံသာ ေက်းရြာအုပ္စု",0422212
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဝါးရင္းခ်ိဳင္ ေက်းရြာအုပ္စု",0422213
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေအာင္း ေက်းရြာအုပ္စု",0422214
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဘူးေတာင္း ေက်းရြာအုပ္စု",0422215
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ပါးမ်ဥ္း ေက်းရြာအုပ္စု",0422216
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဆင္စြယ္ ေက်းရြာအုပ္စု",0422217
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ယုံဆင္း ေက်းရြာအုပ္စု",0422218
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ပုဏၰား ေက်းရြာအုပ္စု",0422219
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","သရခါ ေက်းရြာအုပ္စု",0422220
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေဆးမင္းေတာ ေက်းရြာအုပ္စု",0422221
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ထိန္တိုင္း ေက်းရြာအုပ္စု",0422222
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဒန္႔ဒီး ေက်းရြာအုပ္စု",0422223
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အိုင္းမ ေက်းရြာအုပ္စု",0422224
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဟင္းခြက္ကုံး ေက်းရြာအုပ္စု",0422225
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အုံးေႏွာက္ ေက်းရြာအုပ္စု",0422226
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","က်င္း ေက်းရြာအုပ္စု",0422227
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ရင္ေရာင္း ေက်းရြာအုပ္စု",0422228
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","သံပုရာ ေက်းရြာအုပ္စု",0422229
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေဒါသာ ေက်းရြာအုပ္စု",0422230
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေညာင္ကန္ ေက်းရြာအုပ္စု",0422231
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ကဇြန္းေထာင့္ ေက်းရြာအုပ္စု",0422232
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေရမ်က္နီ ေက်းရြာအုပ္စု",0422233
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေက်ာက္စာေရး ေက်းရြာအုပ္စု",0422234
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဝါးဘိုးေခ်ာင္ ေက်းရြာအုပ္စု",0422235
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အထက္ေက်ာ္ ေက်းရြာအုပ္စု",0422236
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေတာေရာင္း ေက်းရြာအုပ္စု",0422237
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အၾကည္ဘန္း ေက်းရြာအုပ္စု",0422238
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေက်ာက္ထု ေက်းရြာအုပ္စု",0422239
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ပလိန္ကိုင္း ေက်းရြာအုပ္စု",0422240
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အညႇာဝါးဘင္း ေက်းရြာအုပ္စု",0422241
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","နတ္အင္း ေက်းရြာအုပ္စု",0422242
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဆင္ထိုး ေက်းရြာအုပ္စု",0422243
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေအာက္ေက်ာ္ ေက်းရြာအုပ္စု",0422244
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အုံးထြဲ ေက်းရြာအုပ္စု",0422245
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","မင္းလယ္ ေက်းရြာအုပ္စု",0422246
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ကင္းပန္း ေက်းရြာအုပ္စု",0422247
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","လက္ပန္ ေက်းရြာအုပ္စု",0422248
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အညာေတာ ေက်းရြာအုပ္စု",0422249
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အင္းနား ေက်းရြာအုပ္စု",0422250
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","လယ္ကန္း ေက်းရြာအုပ္စု",0422251
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေတာမ ေက်းရြာအုပ္စု",0422252
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ရွဲ ေက်းရြာအုပ္စု",0422253
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဝက္သက္ရြာမ ေက်းရြာအုပ္စု",0422254
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ႏြယ္ပ်ဥ္း ေက်းရြာအုပ္စု",0422255
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေရရွင္ ေက်းရြာအုပ္စု",0422256
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ပဇင္းေခ်ာင္ ေက်းရြာအုပ္စု",0422257
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဆြဲလြဲ ေက်းရြာအုပ္စု",0422258
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ခေပါင္းေတာ ေက်းရြာအုပ္စု",0422259
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ၾကာဥယ်ာဥ္ ေက်းရြာအုပ္စု",0422260
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","အုံးေတာ ေက်းရြာအုပ္စု",0422261
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေရွာ္ျဖဴပင္ ေက်းရြာအုပ္စု",0422262
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ဝက္သက္ေျမာက္ ေက်းရြာအုပ္စု",0422263
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","မ်က္ေျမႇာင္ ေက်းရြာအုပ္စု",0422264
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ျမစ္ကိုင္း ေက်းရြာအုပ္စု",0422265
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေညာင္ ေက်းရြာအုပ္စု",0422266
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ေရပုတ္ ေက်းရြာအုပ္စု",0422267
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","စင္းစယ္ ေက်းရြာအုပ္စု",0422268
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","ညႇစ္ေရွာက္ ေက်းရြာအုပ္စု",0422269
မေကြးတိုင္းေဒသႀကီး,"ထီးလင္း ၿမိဳ႕နယ္","တိ ေက်းရြာအုပ္စု",0422270
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေအာင္တံခြန္ ရပ္ကြက္",0423001
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေအာင္ေတာ္မူ ရပ္ကြက္",0423002
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေအာင္ခ်မ္းသာ ရပ္ကြက္",0423003
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေရႊေပါက္ပင္ ရပ္ကြက္",0423004
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ထန္းတပင္ ေက်းရြာအုပ္စု",0423200
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","အိုင့္ကိုင္း ေက်းရြာအုပ္စု",0423201
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သံပရာအိုင့္ ေက်းရြာအုပ္စု",0423202
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဘုရားေတာင္ ေက်းရြာအုပ္စု",0423203
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဒီးဒုတ္ကြင္း ေက်းရြာအုပ္စု",0423204
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဘိုးျဖဴလုံးကန္ ေက်းရြာအုပ္စု",0423205
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ခင္ရွည္ ေက်းရြာအုပ္စု",0423206
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တယ္ပင္ကန္ ေက်းရြာအုပ္စု",0423207
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေတာင္ျမင့္ ေက်းရြာအုပ္စု",0423208
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဇီးျဖဴကုန္း ေက်းရြာအုပ္စု",0423209
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တဲေတာ္ယာ ေက်းရြာအုပ္စု",0423210
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေခ်ာင္းနား ေက်းရြာအုပ္စု",0423211
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကိုင္းလယ္ ေက်းရြာအုပ္စု",0423212
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တပ္ကုန္း ေက်းရြာအုပ္စု",0423213
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေတာင္ဘက္ ေက်းရြာအုပ္စု",0423214
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကင္းဆုတ္ ေက်းရြာအုပ္စု",0423215
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကင္းမ ေက်းရြာအုပ္စု",0423216
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေတာင္ခ်ိဳ ေက်းရြာအုပ္စု",0423217
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တစူး ေက်းရြာအုပ္စု",0423218
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သကၠယ္က်င္း ေက်းရြာအုပ္စု",0423219
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","အင္းေတာ ေက်းရြာအုပ္စု",0423220
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သပြတ္စု ေက်းရြာအုပ္စု",0423221
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","လယ္လန္း ေက်းရြာအုပ္စု",0423222
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေက်ာက္ကာ ေက်းရြာအုပ္စု",0423223
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဝန္ခ်ဳံး ေက်းရြာအုပ္စု",0423224
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေဂြးဂုံ ေက်းရြာအုပ္စု",0423225
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဝက္ပုတ္ (သန္းေတာအိုင့္) ေက်းရြာအုပ္စု",0423226
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","စသိန္း ေက်းရြာအုပ္စု",0423227
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဓာတ္ေတာ္ ေက်းရြာအုပ္စု",0423228
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဝန္တင္ ေက်းရြာအုပ္စု",0423229
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","အိုင့္မ ေက်းရြာအုပ္စု",0423230
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေျမာက္ဘက္ ေက်းရြာအုပ္စု",0423231
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","လင္ေတာင္ ေက်းရြာအုပ္စု",0423232
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","မၽွားပိုင္း ေက်းရြာအုပ္စု",0423233
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ပေလာင္း ေက်းရြာအုပ္စု",0423234
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေခ်ာင္းကူး ေက်းရြာအုပ္စု",0423235
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေရျဖဴ ေက်းရြာအုပ္စု",0423236
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဆပန္ ေက်းရြာအုပ္စု",0423237
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကူးကား ေက်းရြာအုပ္စု",0423238
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဇီးျပား ေက်းရြာအုပ္စု",0423239
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေဇာင္းယားပင္ ေက်းရြာအုပ္စု",0423240
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","လယ္အို ေက်းရြာအုပ္စု",0423241
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သရက္ကန္ ေက်းရြာအုပ္စု",0423242
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေက်ာက္တိုင္ခင္ ေက်းရြာအုပ္စု",0423243
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေက်ာက္မဆင္ ေက်းရြာအုပ္စု",0423244
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေခါင္းေပါင္း ေက်းရြာအုပ္စု",0423245
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ထန္းေတာ ေက်းရြာအုပ္စု",0423246
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေက်ာသာ ေက်းရြာအုပ္စု",0423247
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကပိုင္ (ေတာင္) ေက်းရြာအုပ္စု",0423248
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သမားေတာ္ ေက်းရြာအုပ္စု",0423249
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ပ်ဥ္းေခ်ာင္း ေက်းရြာအုပ္စု",0423250
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","နတ္ဦးယာဥ္ ေက်းရြာအုပ္စု",0423251
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ဆူးေလကုန္း ေက်းရြာအုပ္စု",0423252
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေညာင္ဝင္း ေက်းရြာအုပ္စု",0423253
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကၽြန္းရင္း ေက်းရြာအုပ္စု",0423254
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေက်ာင္းကုန္း ေက်းရြာအုပ္စု",0423255
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တုတ္စု ေက်းရြာအုပ္စု",0423256
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","နံ့သာ ေက်းရြာအုပ္စု",0423257
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေညာင္ဝင္းေပါက္ ေက်းရြာအုပ္စု",0423258
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ၿမိဳ႕ခင္းသာ ေက်းရြာအုပ္စု",0423259
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ခ်ိဳင္ေဇာက္ ေက်းရြာအုပ္စု",0423260
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","စဖဲ ေက်းရြာအုပ္စု",0423261
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကပ်ိဳ ေက်းရြာအုပ္စု",0423262
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","တင္ငုတ္ျပင္ ေက်းရြာအုပ္စု",0423263
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","အင္းတိမ္ ေက်းရြာအုပ္စု",0423264
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","သနပၸင္ဇင္း ေက်းရြာအုပ္စု",0423265
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ကမၻားျဖဴ ေက်းရြာအုပ္စု",0423266
မေကြးတိုင္းေဒသႀကီး,"ေပါက္ ၿမိဳ႕နယ္","ေရျပာ ေက်းရြာအုပ္စု",0423267
